bought_on,sold_on,profit
2022-06-03,2022-06-16,-0.09000777644482338
2022-07-06,2022-07-21,-0.01501418561167056
2022-07-29,2022-08-29,-0.04267196824853281
2022-10-27,2022-11-07,-0.03917065467432179
2022-11-18,2022-12-21,-0.007473993291797432
2023-01-24,2023-03-01,0.03406183301788035
